filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
IMG_20241016_103236.jpg,land,0.5139898,0.32794347,0.52058035,0.31847236,0.50606865,0.32037628,0.53224134,0.3226471,0.49597073,0.32673785,0.54545885,0.37941477,0.48781243,0.38023043,0.5414265,0.4637814,0.4950712,0.45586458,0.5203951,0.51764536,0.5327343,0.50629884,0.54033864,0.5241308,0.49950925,0.52605927,0.54221016,0.637484,0.5039376,0.6420076,0.5519112,0.73593223,0.5111328,0.74317104
IMG_20241016_103237.jpg,land,0.52916723,0.33726487,0.5357436,0.32752368,0.5211037,0.32941106,0.5465188,0.33057824,0.50945973,0.3353616,0.5596361,0.38615113,0.49909613,0.3894638,0.5548297,0.4716631,0.50895435,0.46838364,0.53658855,0.5282937,0.54350954,0.5231747,0.5528059,0.53371024,0.50976497,0.53624004,0.55316716,0.65138614,0.51418436,0.65325665,0.5601869,0.7508309,0.5192691,0.75468695
IMG_20241016_103238.jpg,land,0.52631915,0.3798912,0.53270257,0.37018698,0.5183766,0.37195027,0.54324913,0.37398466,0.50677055,0.3785618,0.55860054,0.42958158,0.4949039,0.4350163,0.5556987,0.513251,0.5057444,0.5151565,0.5369576,0.57188404,0.54422814,0.5666411,0.5536631,0.5764051,0.50865686,0.5800087,0.55149245,0.6981054,0.51276135,0.7019371,0.5581765,0.80108327,0.5195423,0.8074404
IMG_20241016_103238_1.jpg,land,0.5383658,0.33318582,0.5449248,0.32257944,0.52914166,0.32490313,0.5557508,0.32756296,0.5168703,0.3326972,0.56789654,0.3883093,0.5095396,0.38867614,0.5629062,0.47817874,0.5171024,0.46938884,0.5451637,0.53070354,0.5561145,0.5219742,0.560989,0.5335902,0.51948446,0.53471226,0.5605181,0.65323126,0.51941246,0.65663874,0.56770235,0.7593807,0.52438474,0.7652536
IMG_20241016_103239.jpg,land,0.5498386,0.2878441,0.5555619,0.27786565,0.54148036,0.28079072,0.5664607,0.28232703,0.53050685,0.2898192,0.5836865,0.33980373,0.5197564,0.3454256,0.57881445,0.42349342,0.528203,0.4211569,0.560907,0.48506436,0.5687536,0.4758399,0.5750028,0.4887705,0.5297616,0.49212688,0.5743368,0.6091505,0.53281367,0.61252314,0.57978535,0.7118557,0.5411493,0.7178924
IMG_20241016_103240.jpg,land,0.56392485,0.28301373,0.5702409,0.27306342,0.55564916,0.27542102,0.5817315,0.2778215,0.5453269,0.28324142,0.59684163,0.33725113,0.5360946,0.33911029,0.5906685,0.42108485,0.5402982,0.41684186,0.5683223,0.47794002,0.5764422,0.4695347,0.5876624,0.48551938,0.5447396,0.48652646,0.58713704,0.60364795,0.54562086,0.6044725,0.59338313,0.7035072,0.55386645,0.7048199
IMG_20241016_103240_1.jpg,land,0.53234047,0.328017,0.5389022,0.31817424,0.5242592,0.32056874,0.55108154,0.3241888,0.514015,0.3305886,0.5666784,0.3808893,0.5046689,0.3863734,0.55958635,0.46188375,0.5098507,0.46235102,0.541387,0.52307504,0.54441524,0.52209425,0.56014687,0.5269172,0.51587385,0.5297922,0.5605492,0.6507512,0.51797897,0.6515187,0.56827587,0.7561155,0.5250481,0.75821394
IMG_20241016_103241.jpg,land,0.5505571,0.36772445,0.5579198,0.35800907,0.54323286,0.35942054,0.57137054,0.36162308,0.53352726,0.3655058,0.5874086,0.41834217,0.5227803,0.42212194,0.580155,0.5045701,0.5283232,0.5044325,0.5555627,0.56001425,0.5628611,0.557373,0.5811366,0.56874377,0.53536445,0.57095265,0.58183813,0.69240046,0.54139817,0.6911896,0.5917068,0.796674,0.5483379,0.7960911
IMG_20241016_103242.jpg,land,0.5445636,0.34338182,0.55229807,0.33351344,0.5369221,0.3350651,0.56659037,0.33862546,0.52767235,0.3420504,0.5815446,0.4004239,0.5170308,0.4015366,0.57521296,0.48442915,0.5176244,0.4817268,0.5436186,0.53898424,0.5533127,0.53775156,0.57046455,0.5559316,0.52548397,0.5565273,0.5700368,0.6741465,0.5291604,0.6741444,0.57602465,0.7778116,0.5338761,0.77845156
IMG_20241016_103243.jpg,land,0.55688864,0.34690723,0.5639362,0.3364271,0.5480502,0.3384126,0.5759452,0.34110937,0.53656656,0.34528163,0.58908904,0.40180632,0.52899,0.40316838,0.5853395,0.49045137,0.5329282,0.48607442,0.5645218,0.54833776,0.5726565,0.5382663,0.5829371,0.5528628,0.5404569,0.5543125,0.5814443,0.67360854,0.5395833,0.676958,0.59041244,0.7791603,0.54461026,0.7834495
IMG_20241016_103244.jpg,land,0.58642775,0.32934508,0.5938177,0.319478,0.5783092,0.32058656,0.60487145,0.3238154,0.565431,0.32653052,0.6154701,0.38413003,0.5511717,0.38288754,0.60546964,0.47505465,0.55622685,0.463822,0.5812092,0.5344131,0.5907016,0.5243804,0.59906864,0.5376433,0.55344427,0.5366118,0.5913165,0.6585391,0.5506855,0.6561747,0.5924046,0.76316667,0.548878,0.76209193
IMG_20241017_140706.jpg,land,0.52063894,0.30645344,0.528588,0.29115674,0.51115906,0.29304448,0.5397803,0.2999395,0.49723873,0.3058849,0.5540111,0.3849611,0.4879499,0.3936834,0.5547071,0.49936312,0.4974443,0.5113063,0.50835156,0.5466168,0.5278681,0.5690209,0.54291016,0.59107584,0.4965755,0.5933659,0.5394747,0.7521315,0.49830496,0.7507411,0.53784215,0.9055695,0.49952304,0.90522903
IMG_20241017_140707.jpg,land,0.5127349,0.35589454,0.5211698,0.3406979,0.50351477,0.3419026,0.5340181,0.34871554,0.48959967,0.35245967,0.5505113,0.43485194,0.47428,0.4405419,0.54095817,0.55734247,0.4821373,0.564701,0.49597454,0.6163221,0.5161861,0.6314955,0.53722745,0.6556918,0.4830538,0.6571627,0.5356834,0.830258,0.4826759,0.8292328,0.52717704,0.98348135,0.48767564,0.9834164
IMG_20241017_140708.jpg,land,0.5094918,0.29104373,0.5194432,0.27914566,0.50090104,0.2780598,0.5331121,0.29897213,0.48755687,0.29729393,0.54482305,0.3816416,0.47160769,0.39094716,0.5432952,0.48965204,0.48046315,0.5135043,0.4988666,0.5652875,0.5145527,0.5918709,0.5391614,0.6063293,0.48721346,0.6110295,0.5395402,0.78301966,0.485418,0.7915995,0.5345553,0.9603543,0.49697748,0.9637953
IMG_20241017_140709.jpg,land,0.493868,0.28375846,0.5034626,0.2705294,0.48506695,0.27023622,0.51696056,0.2893275,0.47152415,0.2893853,0.53072476,0.37310776,0.454837,0.38284785,0.52753747,0.4837533,0.46208993,0.50874716,0.4821993,0.56401336,0.4994254,0.58552307,0.5238379,0.5998599,0.4699589,0.6040617,0.5236698,0.7826318,0.46698338,0.78794366,0.51969105,0.96291614,0.4795539,0.96180576
IMG_20241017_140709_1.jpg,land,0.49332157,0.29524952,0.5019185,0.281214,0.4838113,0.28188425,0.51311713,0.29915208,0.46838218,0.30138353,0.5306414,0.38714495,0.4494132,0.39700964,0.53373,0.49923986,0.4598748,0.5219634,0.49234438,0.5946366,0.50326467,0.6047551,0.528086,0.63398653,0.47009283,0.63945967,0.5281263,0.8314362,0.4688316,0.8383646,0.51953214,0.98920554,0.48478162,0.9863077
IMG_20241017_140710.jpg,land,0.51833946,0.2614656,0.5259479,0.24488273,0.5078217,0.24425831,0.5308529,0.2482473,0.4845147,0.24633066,0.539769,0.33285072,0.46260646,0.33928126,0.5482842,0.4498185,0.4762595,0.47078553,0.512478,0.5546913,0.5183858,0.56727546,0.5372344,0.58513606,0.48392382,0.5893137,0.5350126,0.77376467,0.47766808,0.7820243,0.5282209,0.95151126,0.48847297,0.96366924
IMG_20241017_140711.jpg,land,0.522743,0.29810196,0.5304877,0.27908906,0.5126096,0.28010333,0.53560615,0.26978114,0.48919687,0.26961753,0.54425305,0.3499273,0.46470022,0.3527203,0.5499503,0.47279492,0.47324252,0.48349768,0.51197135,0.57222426,0.51308787,0.58796865,0.5383664,0.59975463,0.4843605,0.60242265,0.53867763,0.7867641,0.47950327,0.7954058,0.52978593,0.97125936,0.4906253,0.9757779
IMG_20241017_140711_1.jpg,land,0.53342175,0.30611244,0.5428787,0.28555018,0.5226811,0.2874405,0.5584955,0.26782817,0.50730515,0.27234212,0.576158,0.34414566,0.49160492,0.34919125,0.56790394,0.47429937,0.49060097,0.48460752,0.525215,0.5765824,0.52104086,0.5942583,0.56531364,0.60860676,0.50771165,0.6097968,0.5663116,0.8025248,0.50746965,0.806759,0.5603842,0.9874693,0.5177806,0.9834573
IMG_20241017_140712.jpg,land,0.52897143,0.30004457,0.5392425,0.279166,0.51897186,0.2801864,0.5603876,0.263885,0.50813025,0.26750234,0.5844626,0.34561113,0.49240804,0.34861726,0.5749083,0.48429978,0.48550263,0.48899555,0.5223592,0.59587955,0.51804304,0.60505366,0.56992143,0.62441546,0.50671685,0.6238825,0.5702852,0.83500606,0.5074962,0.8348218,0.56242067,0.9889116,0.52064115,0.9822378
IMG_20241017_140713.jpg,land,0.5310445,0.26573032,0.54171807,0.24882391,0.52137107,0.25342545,0.5619851,0.26826063,0.5110196,0.27844834,0.585364,0.368604,0.49664226,0.38204423,0.5787234,0.5009006,0.4927536,0.52276134,0.52805185,0.6141241,0.5277335,0.6312824,0.57953733,0.63572925,0.5172197,0.6414081,0.58113533,0.83560413,0.520469,0.8431058,0.57351017,0.9936424,0.5347431,0.9800308
IMG_20241017_140714.jpg,land,0.48332062,0.27238375,0.49309167,0.25955835,0.4750111,0.2582626,0.5073156,0.2763038,0.46245986,0.27334085,0.52361804,0.3656168,0.4457977,0.36806825,0.51769084,0.47880012,0.4475951,0.4877663,0.47066027,0.5534219,0.48263693,0.5703494,0.5089296,0.6007119,0.45483348,0.60050464,0.5095436,0.77632636,0.44904524,0.7750886,0.49377963,0.9616662,0.4580248,0.95816106
IMG_20241017_140715.jpg,land,0.4869511,0.2833315,0.49628377,0.26865983,0.47731304,0.26985344,0.50978374,0.28609064,0.46299982,0.28971356,0.52768904,0.37390327,0.44855124,0.387022,0.5341799,0.4831616,0.4626722,0.5086525,0.49047983,0.57284635,0.50207764,0.5836772,0.522518,0.61600465,0.4667176,0.62171215,0.5238113,0.80619955,0.46625727,0.81394583,0.51834816,0.98153317,0.4822053,0.97917026
IMG_20241017_140716.jpg,land,0.5356451,0.32783464,0.54354405,0.3111945,0.524415,0.31482977,0.55711704,0.31797394,0.50893867,0.32659468,0.5760976,0.40858862,0.49809957,0.41656396,0.57571274,0.52939725,0.50567687,0.5431044,0.5407107,0.6214298,0.5468552,0.6357616,0.5616865,0.64985275,0.5074279,0.6517707,0.5602497,0.83472955,0.5073065,0.8350013,0.0,0.0,0.0,0.0
IMG_20241017_140717.jpg,land,0.51070637,0.26374507,0.51952994,0.24878715,0.50062007,0.24999546,0.5332415,0.25955263,0.4868431,0.26330623,0.5489473,0.3473841,0.4726574,0.35414496,0.5551332,0.46470582,0.48098785,0.47473854,0.5163387,0.55169296,0.52609116,0.5646804,0.53900826,0.5806902,0.48657206,0.5833473,0.53615683,0.7590963,0.48299712,0.76815826,0.5312244,0.9364271,0.49004793,0.9408867
IMG_20241017_140717_1.jpg,land,0.50208616,0.18480344,0.51140237,0.17126842,0.49303332,0.170451,0.5248513,0.18475208,0.48013693,0.1833206,0.5377609,0.27127382,0.46353638,0.27039748,0.5393355,0.38415572,0.46616074,0.38201553,0.50071394,0.460943,0.5105205,0.4671944,0.5198314,0.5065133,0.4689555,0.5044283,0.5128101,0.6792975,0.4627756,0.6815767,0.50293016,0.8453339,0.46503422,0.84873354
IMG_20241017_140718.jpg,land,0.51934934,0.28206432,0.5280524,0.26675802,0.50987136,0.26871452,0.5424269,0.2725024,0.49630862,0.2776065,0.5585484,0.3563906,0.48372215,0.36198056,0.5569933,0.4642985,0.4919276,0.47374633,0.5194693,0.5310697,0.53354806,0.5529152,0.54462737,0.5785792,0.49255553,0.57993454,0.5386234,0.74987245,0.4941879,0.7492614,0.5399963,0.91267794,0.49641645,0.9121882
IMG_20241017_140718_1.jpg,land,0.52628523,0.13370296,0.53487885,0.119628094,0.5175067,0.120100416,0.5472935,0.12740794,0.50389224,0.12932417,0.56071734,0.20994249,0.49054742,0.21206373,0.5610689,0.32253507,0.4940097,0.31953597,0.5258963,0.387031,0.5293204,0.391802,0.5479868,0.42725638,0.49919957,0.42802387,0.54145014,0.5923394,0.50034374,0.59219575,0.5420845,0.7433973,0.50261647,0.7468648
IMG_20241017_140720.jpg,land,0.58648705,0.06696587,0.59625196,0.053558674,0.578511,0.052252676,0.6100841,0.068405725,0.5663208,0.06537887,0.6234431,0.15713836,0.54854834,0.15731438,0.62179875,0.26160094,0.5433719,0.26536253,0.57772696,0.33923456,0.5731989,0.34883752,0.6050679,0.3899158,0.55381304,0.3880652,0.60372174,0.5650563,0.54868644,0.5634578,0.59410024,0.73694694,0.5534092,0.733856
IMG_20241017_140720_1.jpg,land,0.57253677,0.106840916,0.58217794,0.09380388,0.56383884,0.092643216,0.5965957,0.1071988,0.5515705,0.10546092,0.6081216,0.19481014,0.53299016,0.19432586,0.6072819,0.3008934,0.5269027,0.29973653,0.5610534,0.3723794,0.56040794,0.38927385,0.5898675,0.4267989,0.5387287,0.42511082,0.5873101,0.6008055,0.5364419,0.60409373,0.5801749,0.7737669,0.54216826,0.769643
IMG_20241017_140721.jpg,land,0.54126954,0.09491665,0.55131626,0.081165604,0.5341498,0.07917986,0.566593,0.094749376,0.5243799,0.09036746,0.5780201,0.18353885,0.5050253,0.18044956,0.5659591,0.29959643,0.49200827,0.29549438,0.51783276,0.3666224,0.51529336,0.38037124,0.5565226,0.41566798,0.50617075,0.41217643,0.55392313,0.58864665,0.50318366,0.5870923,0.54520434,0.7588316,0.5048226,0.7522613
IMG_20241017_140721_1.jpg,land,0.41634437,0.1482485,0.42664385,0.13396458,0.40781173,0.13423876,0.442768,0.14816028,0.39742202,0.14782442,0.46120393,0.23631439,0.38353887,0.23789226,0.4526053,0.33921245,0.3745095,0.35085222,0.39961818,0.41915262,0.40316126,0.44007957,0.4499936,0.46971,0.39353794,0.47126755,0.45341754,0.6405254,0.40019605,0.6426835,0.45565715,0.81346387,0.4097956,0.8154864
IMG_20241017_140722.jpg,land,0.39370376,0.24803318,0.40338403,0.23402265,0.38674492,0.2330511,0.42029476,0.2422547,0.3782112,0.24062361,0.43523058,0.3251266,0.36160564,0.32756063,0.4255089,0.43278062,0.35147446,0.43677184,0.3770537,0.5110207,0.3776088,0.5256226,0.4239411,0.5597674,0.3734489,0.5603517,0.42546132,0.73384345,0.37412286,0.7357258,0.42415997,0.90826535,0.38666746,0.90362597
IMG_20241017_140723.jpg,land,0.42295685,0.2926177,0.43287715,0.27875164,0.41473344,0.2761856,0.4480392,0.28601706,0.40291083,0.28125307,0.45903623,0.3713195,0.38322937,0.36789244,0.4516243,0.48414823,0.37453088,0.477331,0.4017456,0.5556773,0.40348747,0.5670794,0.44226104,0.60298145,0.3903248,0.60048103,0.4420755,0.77870685,0.38825992,0.7804065,0.43451527,0.95831615,0.39522225,0.95671666
IMG_20241017_140724.jpg,land,0.502845,0.33793977,0.51173043,0.32294986,0.49334309,0.32335925,0.52538013,0.3293321,0.4784154,0.3303348,0.5416924,0.41608968,0.46030813,0.4151088,0.53976804,0.52870613,0.45811874,0.52381814,0.50224006,0.61062634,0.49358204,0.6114074,0.52481556,0.6561971,0.46846694,0.6558059,0.5254679,0.8405908,0.4710873,0.838447,0.0,0.0,0.0,0.0
IMG_20241017_140725.jpg,land,0.60427606,0.33377203,0.6124175,0.31832,0.59433126,0.3197912,0.62492067,0.32302284,0.57850945,0.32664445,0.64228934,0.4100566,0.5595163,0.40913072,0.63952565,0.52721584,0.5568389,0.5195182,0.60343385,0.60856354,0.5925491,0.6098905,0.6226401,0.6496479,0.56537336,0.6486168,0.61936444,0.83662003,0.56494385,0.83425665,0.0,0.0,0.0,0.0
IMG_20241017_140726.jpg,land,0.6270551,0.32431418,0.63558096,0.31033447,0.6181421,0.31022784,0.6485567,0.31690267,0.6041251,0.31598872,0.6646094,0.40435946,0.58381677,0.39904,0.6587442,0.5201897,0.57921386,0.5132417,0.61942506,0.602155,0.61948353,0.61130047,0.6437066,0.6534174,0.5874128,0.6507188,0.6431382,0.84260756,0.58700186,0.8390318,0.0,0.0,0.0,0.0
IMG_20241017_140727.jpg,land,0.5072277,0.31823164,0.5171612,0.30395508,0.49906588,0.30231482,0.5318446,0.30897385,0.48548174,0.30504748,0.5451463,0.3922802,0.46542636,0.386309,0.53712875,0.51260066,0.46281272,0.5044328,0.4920315,0.5871831,0.49916795,0.5984023,0.5238686,0.6310239,0.46833953,0.62735975,0.5219588,0.82056725,0.46906906,0.81378883,0.5148743,0.9808841,0.47150266,0.9754985
IMG_20241017_140728.jpg,land,0.4393737,0.2742084,0.44908634,0.25921282,0.43095523,0.25747657,0.46335152,0.26607242,0.4186533,0.2626802,0.47697031,0.3495582,0.40030748,0.34908497,0.47201994,0.467769,0.39609006,0.4676341,0.42614603,0.54698604,0.4272848,0.5518775,0.4635,0.58693194,0.41059983,0.5862291,0.46597525,0.7646229,0.41103154,0.7651295,0.46172053,0.93825245,0.420037,0.9385294
IMG_20241017_140729.jpg,land,0.43107578,0.2729657,0.4412151,0.25803643,0.42243704,0.2558551,0.4553077,0.26508883,0.40892997,0.25994274,0.4681753,0.35102153,0.3902703,0.34693393,0.46412614,0.4676433,0.38414434,0.46258995,0.4178922,0.5446797,0.420068,0.5529366,0.45311975,0.58721906,0.40004992,0.5849814,0.45329943,0.76646394,0.40189683,0.76561236,0.44887182,0.93677264,0.40544084,0.93882436
IMG_20241017_140950.jpg,land,0.47403377,0.24039121,0.48326236,0.2272058,0.4663657,0.22726414,0.49954495,0.23923133,0.45660603,0.23873693,0.51573575,0.33627975,0.44242883,0.3314701,0.5047537,0.46532565,0.44905174,0.44933698,0.47488528,0.5430773,0.48653114,0.5316212,0.50601786,0.5662448,0.4540412,0.5656237,0.508342,0.7396421,0.46129176,0.73772204,0.51422834,0.87825793,0.46527293,0.880597
IMG_20241017_140952.jpg,land,0.48918092,0.16058649,0.4988008,0.14823017,0.48298272,0.14588211,0.51352406,0.1613838,0.47331414,0.15514787,0.52446324,0.26023284,0.45422885,0.24396601,0.5043836,0.39390433,0.45405442,0.3524901,0.4732641,0.46750277,0.48234013,0.4390862,0.5070086,0.48627532,0.45608693,0.4787787,0.5017691,0.6621166,0.4534555,0.6496913,0.50070965,0.79428047,0.4491837,0.7847959
IMG_20241017_140952_1.jpg,land,0.49146625,0.2930529,0.5011543,0.27799568,0.48330295,0.278017,0.5162073,0.28808883,0.47154182,0.28778973,0.5277118,0.3865127,0.45560142,0.3769168,0.5102933,0.5300576,0.4602416,0.49306607,0.47521317,0.5983853,0.4967724,0.5723039,0.5133343,0.6136149,0.46130607,0.60987085,0.50771356,0.8020008,0.46121627,0.79549485,0.5072225,0.9489256,0.45432052,0.9472988
IMG_20241017_140954.jpg,land,0.56157345,0.2445155,0.5709365,0.22974518,0.551831,0.22978254,0.58446264,0.24596694,0.5378923,0.24613701,0.59923965,0.34989092,0.521156,0.34553832,0.6012245,0.49215162,0.53150076,0.46599513,0.5624718,0.5830763,0.5818178,0.5495676,0.58785284,0.60092425,0.5322747,0.6000089,0.5872064,0.7875939,0.52716064,0.79509634,0.5816587,0.95427567,0.5303685,0.95607483
IMG_20241017_140955.jpg,land,0.52098984,0.26624063,0.52897155,0.24840583,0.50951344,0.25009677,0.5384914,0.2631737,0.49116004,0.2665507,0.5556522,0.37626463,0.47594118,0.37060302,0.55038637,0.53093433,0.496549,0.50665647,0.52416855,0.6198073,0.54923666,0.5995591,0.5424079,0.6547842,0.48467365,0.65267354,0.5408218,0.8583973,0.4768935,0.86162525,0.5199171,0.99076456,0.48923862,0.98883283
IMG_20241017_140956.jpg,land,0.46457148,0.30981985,0.4738286,0.29217914,0.4534121,0.29342538,0.48652878,0.3110941,0.4379935,0.31352204,0.50841045,0.4288186,0.41979885,0.42122954,0.5018128,0.59189016,0.43990213,0.561706,0.47107637,0.68381906,0.49563637,0.65945137,0.49878037,0.71895695,0.43223712,0.7177993,0.5012359,0.93536353,0.4269737,0.94290906,0.0,0.0,0.0,0.0
IMG_20241017_140957.jpg,land,0.4651245,0.27147454,0.47650176,0.25371304,0.4542867,0.25330272,0.49305046,0.27445966,0.43982726,0.27282572,0.5154344,0.39882326,0.41978198,0.38789016,0.5082634,0.5612595,0.43149683,0.52592385,0.46048665,0.66778886,0.48082715,0.6330996,0.50050616,0.7047311,0.42987075,0.7008942,0.4995324,0.92864376,0.42463574,0.93179214,0.0,0.0,0.0,0.0
IMG_20241017_140957_1.jpg,land,0.45971322,0.29932642,0.47185293,0.278452,0.44853804,0.2796926,0.49045324,0.29733536,0.43585974,0.30016264,0.5193235,0.42869213,0.4141594,0.42750618,0.50233364,0.6037751,0.43104258,0.58628076,0.44703728,0.71850693,0.47816017,0.68984896,0.49992403,0.76213807,0.4250349,0.75992495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_20241017_140958.jpg,land,0.50212765,0.16750044,0.5171663,0.1459097,0.4910055,0.14481534,0.5403789,0.16907959,0.47732422,0.16521247,0.5665647,0.31671065,0.45476845,0.3076672,0.5444542,0.50093055,0.4617841,0.47823253,0.4774091,0.62432235,0.5032432,0.60043526,0.5454917,0.67135334,0.46415988,0.6654895,0.53634775,0.92933244,0.45654318,0.9208118,0.0,0.0,0.0,0.0
IMG_20241017_140959.jpg,land,0.44739836,0.18992805,0.46136108,0.16718678,0.43403158,0.16968907,0.48343536,0.18930525,0.4185342,0.19469975,0.5159396,0.34006643,0.39508763,0.3398188,0.50362223,0.5458092,0.4211423,0.52329975,0.44425234,0.6699864,0.47731635,0.64520127,0.502671,0.7171952,0.41665545,0.7164942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_20241017_141000.jpg,land,0.5010232,0.24699873,0.51347256,0.22232698,0.48439208,0.22350186,0.52818793,0.24285461,0.46110696,0.24697067,0.56185406,0.4044272,0.42843193,0.39996475,0.5438949,0.6169032,0.46547678,0.5884903,0.5004096,0.7568344,0.5286316,0.7344075,0.53353953,0.8083557,0.44075036,0.80528605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_20241017_141000_1.jpg,land,0.45224488,0.23880462,0.4625661,0.21524692,0.43567622,0.2182674,0.47397962,0.23468067,0.41132987,0.24309374,0.5052212,0.38346437,0.38463008,0.38358438,0.4946532,0.5849954,0.42459556,0.5630255,0.46352187,0.7161867,0.4892582,0.68179226,0.48491117,0.76559013,0.3996775,0.76379895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
