filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
IMG_20240529_145908.jpg,takeoff,[    0.47033     0.24919],[    0.48814     0.23913],[    0.44834     0.23989],[    0.51319      0.2476],[     0.4195      0.2503],[    0.57111     0.29857],[    0.37493     0.30183],[    0.73082     0.30966],[    0.22593     0.31311],[     0.8678     0.30124],[   0.076167     0.30131],[    0.53981     0.47001],[    0.42229     0.47077],[    0.54232     0.58257],[    0.42051     0.58487],[    0.53635     0.67803],[    0.41729      0.6825]
IMG_20240529_145912.jpg,takeoff,[    0.55211     0.20031],[    0.57192     0.19039],[    0.53409     0.18973],[      0.601     0.19658],[    0.50862     0.19561],[    0.66056       0.248],[    0.46301     0.25314],[    0.81486      0.2548],[    0.32932      0.2713],[    0.95511     0.24654],[    0.17907     0.26734],[    0.63104     0.41524],[    0.51421     0.41718],[    0.64177     0.51928],[    0.51661     0.51838],[    0.62572     0.61144],[    0.52813     0.61739]
IMG_20240529_150037.jpg,takeoff,[    0.48385     0.29362],[    0.50138     0.28392],[    0.46554     0.28403],[    0.52511     0.29136],[    0.43969     0.29215],[    0.57091      0.3448],[    0.39671      0.3446],[    0.69921     0.36257],[    0.27081     0.36021],[    0.81358     0.36809],[    0.13397     0.36581],[    0.53082     0.49318],[     0.4266     0.49239],[     0.5295      0.5871],[    0.41599     0.58875],[    0.51792     0.67119],[    0.42526     0.67425]
IMG_20240529_151640.jpg,takeoff,[    0.52167      0.3076],[    0.53741     0.29946],[    0.50346     0.30015],[    0.55932     0.30919],[    0.47914     0.31153],[    0.60473     0.35986],[    0.44558      0.3676],[    0.73813      0.3614],[    0.32235     0.38286],[    0.86551     0.35992],[    0.17643     0.39469],[    0.58529     0.50741],[    0.49251     0.51079],[    0.60769     0.61453],[    0.51201     0.61542],[    0.61153     0.70215],[    0.53344     0.70268]
IMG_20240529_151738.jpg,land,[    0.46714     0.28314],[    0.48377     0.27343],[    0.44778     0.27374],[    0.50549     0.27835],[    0.41884     0.27906],[    0.52712     0.33499],[    0.39569     0.33585],[    0.52085     0.40678],[    0.40925     0.40883],[    0.47816      0.4609],[    0.49124     0.46005],[    0.52165     0.48339],[     0.4288     0.48435],[    0.53468     0.59377],[    0.43131     0.59242],[    0.53569     0.68684],[    0.44194     0.68688]
IMG_20240529_161547.jpg,land,[    0.52123     0.32167],[    0.53735     0.31252],[    0.50595     0.31281],[     0.5663     0.31609],[    0.48901     0.31719],[    0.59772     0.36514],[    0.46953     0.36586],[    0.59552     0.43478],[     0.4693     0.43118],[     0.5398     0.48683],[    0.52069     0.48742],[    0.57776     0.49239],[    0.48932     0.49266],[    0.57847     0.59489],[     0.4897     0.59763],[    0.57537     0.67983],[    0.50833     0.68041]
IMG_20240529_161648.jpg,land,[    0.54796     0.24475],[    0.56348     0.23758],[    0.53519      0.2375],[    0.58975     0.24352],[    0.51744     0.24338],[    0.61487     0.29088],[    0.49467     0.29148],[     0.6105     0.35239],[    0.49873     0.35264],[    0.57433     0.38963],[    0.55863     0.39217],[    0.59676     0.40581],[    0.51273     0.40641],[    0.59699        0.49],[    0.51762     0.48982],[    0.59502     0.56246],[    0.51919     0.56402]
IMG_20240529_151754.jpg,land,[    0.52787     0.33821],[    0.54158     0.33077],[    0.51367     0.33182],[    0.56542     0.33388],[    0.49461     0.33623],[    0.59012     0.37675],[     0.4767     0.37842],[    0.59218     0.43201],[    0.49075     0.43714],[    0.54467     0.46217],[    0.55875     0.47769],[    0.57279      0.4935],[      0.491     0.49393],[    0.58175     0.58402],[    0.49119      0.5839],[    0.60127     0.66187],[    0.49136     0.66141]
IMG_20240529_161647.jpg,land,[    0.53861     0.14951],[    0.55285     0.14015],[    0.52095     0.14296],[    0.58253     0.14312],[    0.50229     0.15008],[    0.61899     0.19342],[    0.49219     0.20003],[     0.6204     0.25851],[    0.50147     0.26302],[    0.58171     0.30567],[    0.56995      0.3069],[    0.61031     0.31671],[    0.52273     0.32025],[    0.61936     0.40597],[    0.53721     0.40856],[    0.63071     0.48195],[    0.54923     0.48598]
IMG_20240529_161545.jpg,land,[    0.47025     0.34126],[    0.48467     0.33191],[    0.45249     0.33305],[    0.50856      0.3347],[    0.42987     0.33767],[    0.53942     0.38326],[    0.41086     0.38471],[    0.54289     0.45384],[    0.42228     0.44982],[     0.4937      0.5068],[    0.47597     0.50418],[    0.52988     0.51189],[    0.44151      0.5128],[    0.53602     0.61396],[    0.43879     0.61676],[    0.53057     0.69886],[    0.46557     0.69924]
IMG_20240529_161546.jpg,land,[    0.46682     0.33905],[     0.4812     0.32996],[    0.44962     0.33108],[    0.50519     0.33349],[    0.42783     0.33646],[     0.5367     0.38053],[    0.40957     0.38332],[    0.54105     0.45021],[    0.42069     0.45094],[    0.48904     0.50443],[    0.47109     0.50576],[    0.52768     0.50698],[    0.44028     0.50821],[    0.53205     0.60983],[    0.43771     0.61212],[    0.52611      0.6965],[    0.46025     0.69777]
IMG_20240529_161651.jpg,land,[    0.43073     0.18467],[    0.44583     0.17714],[    0.41709     0.17758],[    0.47233     0.18416],[    0.39894     0.18533],[    0.49946     0.23688],[    0.37354     0.23583],[    0.48677     0.30073],[    0.36553     0.29259],[    0.44515     0.34061],[    0.42816     0.33511],[    0.47473     0.35892],[    0.38658     0.35858],[    0.47268     0.44737],[    0.38975     0.44587],[    0.46473     0.52249],[    0.38308     0.52378]
IMG_20240529_151736.jpg,land,[    0.44949     0.29876],[    0.46671     0.28917],[     0.4305     0.29042],[    0.49442      0.2959],[    0.40751     0.29862],[    0.51992     0.35475],[    0.39063     0.35636],[    0.51292     0.43084],[    0.40122     0.42944],[    0.47169     0.48108],[    0.48127     0.47666],[    0.51527     0.49982],[    0.42464     0.50185],[    0.53408     0.60621],[    0.44095     0.60869],[    0.54634     0.70181],[    0.45798     0.70291]
IMG_20240529_151504.jpg,land,[    0.46949     0.29798],[    0.48759     0.28974],[    0.45203     0.28964],[    0.51316     0.29921],[    0.42692      0.2993],[    0.53684     0.35273],[     0.4031     0.35691],[     0.5346     0.41992],[    0.40839     0.42943],[    0.46423     0.47215],[    0.47009     0.47852],[    0.52688     0.48916],[    0.43517     0.49116],[     0.5286     0.58837],[    0.44054     0.59078],[    0.52263     0.67549],[    0.45584     0.67606]
IMG_20240529_151755.jpg,land,[    0.52195     0.34402],[    0.53497     0.33661],[    0.50798     0.33753],[    0.55658      0.3399],[    0.48803      0.3426],[    0.58565     0.38145],[     0.4683     0.38525],[    0.58819     0.43733],[    0.48553     0.44309],[    0.53904     0.47243],[    0.54802      0.4837],[     0.5702      0.4954],[    0.48439      0.4968],[    0.57981     0.58974],[    0.48074     0.58812],[     0.5892     0.66625],[    0.47632     0.66539]
IMG_20240529_151505.jpg,land,[    0.48853     0.28295],[    0.50601     0.27559],[    0.47292     0.27529],[    0.53021     0.28856],[    0.45027     0.28797],[    0.55665      0.3444],[    0.42047     0.34655],[    0.55928     0.41537],[    0.42521     0.41712],[    0.48813     0.46646],[      0.489      0.4678],[    0.54547      0.4792],[    0.45206     0.48083],[    0.54937     0.57909],[    0.45418     0.58305],[    0.53973     0.66565],[    0.47818     0.66738]
